line,order,stationName,lat,lng,hasElevatorInstalled,hasLiftInstalled
S2802,27,검단오류,37.5950162,126.62801,true,false
I4102,1,연천역,38.100485,127.07368,true,false
I4102,2,전곡역,38.024041,127.071913,true,false
I4102,3,청산역,37.995138,127.074097,true,false
I4102,4,소요산역,37.948608,127.061007,true,false
I4102,5,동두천역,37.927569,127.054825,true,false
I4102,6,보산역,37.914268,127.057134,true,false
I4102,7,동두천중앙역,37.901818,127.056528,true,false
I4102,8,지행역,37.892361,127.055734,true,false
I4102,9,덕정역,37.843216,127.061511,true,false
I4102,10,덕계역,37.818761,127.056676,true,false
I4102,11,양주역,37.774281,127.044719,true,false
I4102,12,녹양역,37.759416,127.042272,true,false
I4102,13,가능역,37.748362,127.044251,true,false
I4102,14,의정부역,37.73873,127.045891,true,false
I4102,15,회룡역,37.724037,127.047319,true,false
I4102,16,망월사역,37.710499,127.047361,true,false
I4102,17,도봉산역,37.689603,127.046047,true,false
I4102,18,도봉역,37.679441,127.045521,true,false
I4102,19,방학역,37.667471,127.044295,true,false
I4102,20,창동역,37.653181,127.047663,true,false
I4102,21,녹천역,37.644599,127.051406,true,false
I4102,22,월계역,37.633114,127.058835,true,false
I4102,23,광운대역,37.62357,127.06181,true,false
I4102,24,석계역,37.615206,127.065594,true,false
I4102,25,신이문역,37.601829,127.067347,true,false
I4102,26,외대앞역,37.596157,127.063572,true,false
I4102,27,회기역,37.589602,127.057936,true,false
I4102,28,청량리역,37.580543,127.048077,true,false
I4102,29,왕십리역,37.561728,127.038405,true,false
I4102,30,응봉역,37.550433,127.034824,true,false
I4102,31,옥수역,37.540514,127.018698,true,false
I4102,32,한남역,37.529361,127.008984,true,false
I4102,33,서빙고역,37.51961,126.988358,true,false
I4102,34,이촌역,37.522476,126.973816,true,false
I4102,35,용산역,37.52989,126.964775,true,false
I4105,1,왕십리역,37.5610128,127.038705,true,false
I4105,2,서울숲역,37.543647,127.044686,true,false
I4105,3,압구정로데오역,37.527385,127.040555,true,false
I4105,4,강남구청역,37.516572,127.041575,true,false
I4105,5,선정릉역,37.510775,127.043717,true,false
I4105,6,선릉역,37.504479,127.048941,true,false
I4105,7,한티역,37.496208,127.052883,true,false
I4105,8,도곡역,37.490914,127.055393,true,false
I4105,9,구룡역,37.486985,127.059496,true,false
I4105,10,개포동역,37.489112,127.066027,true,false
I4105,11,대모산입구역,37.491347,127.072702,true,false
I4105,12,수서역,37.487633,127.101118,true,false
I4105,13,복정역,37.469753,127.126627,true,false
I4105,14,가천대역,37.448784,127.126677,true,false
I4105,15,태평역,37.439842,127.127746,true,false
I4105,16,모란역,37.432124,127.129064,true,false
I4105,17,야탑역,37.41132,127.128661,true,false
I4105,18,이매역,37.395846,127.128272,true,false
I4105,19,서현역,37.384931,127.123249,true,false
I4105,20,수내역,37.378435,127.114216,true,false
I4105,21,정자역,37.366037,127.108091,true,false
I4105,22,미금역,37.350078,127.108952,true,false
I4105,23,오리역,37.339832,127.108985,true,false
I4105,24,죽전역,37.324575,127.107385,true,false
I4105,25,보정역,37.31274,127.108219,true,false
I4105,26,구성역,37.299013,127.105664,true,false
I4105,27,신갈역,37.286127,127.111311,true,false
I4105,28,기흥역,37.275657,127.115944,true,false
I4105,29,상갈역,37.261797,127.108718,true,false
I4105,30,청명역,37.259485,127.078945,true,false
I4105,31,영통역,37.251521,127.071341,true,false
I4105,32,망포역,37.245793,127.057367,true,false
I4105,33,매탄권선역,37.252458,127.040824,true,false
I4105,34,수원시청역,37.261941,127.030736,true,false
I4105,35,매교역,37.265502,127.015657,true,false
I4105,36,수원역(분당),37.266162,127.000082,true,false
I4108,1,양원역,36.963729,129.091321,true,false
I4108,2,지평역,37.476496,127.629681,true,false
I4108,3,용문역,37.482085,127.594251,true,false
I4108,4,원덕역,37.468585,127.547468,true,false
I4108,5,양평역,37.492674,127.491858,true,false
I4108,6,오빈역,37.506061,127.474053,true,false
I4108,7,아신역,37.513954,127.443238,true,false
I4108,8,국수역,37.516171,127.399402,true,false
I4108,9,신원역,37.525921,127.372745,true,false
I4108,10,양수역,37.545998,127.328948,true,false
I4108,11,운길산역,37.554659,127.310089,true,false
I4108,12,팔당역,37.547321,127.243896,true,false
I4108,13,도심역,37.579628,127.222798,true,false
I4108,14,덕소역,37.586892,127.208835,true,false
I4108,15,양정역,37.604269,127.194602,true,false
I4108,16,도농역,37.608756,127.161105,true,false
I4108,17,구리역,37.60326,127.143373,true,false
I4108,18,망우역,37.599288,127.092318,true,false
I4108,19,상봉역,37.595254,127.085853,true,false
I4108,20,중랑역,37.594948,127.076152,true,false
I4108,21,회기역,37.589802,127.057936,true,false
I4108,22,청량리역,37.580043,127.047588,true,false
I4108,23,광운대역,37.623635,127.061975,true,false
I4108,24,서울역(경의선),37.556713,126.97138700000001,true,false
I4108,25,효창공원앞역,37.538789,126.962339,true,false
I4108,26,공덕역,37.542711,126.952134,true,false
I4108,27,서강대역,37.552132,126.935389,true,false
I4108,28,홍대입구역,37.55758,126.926833,true,false
I4108,29,신촌역,37.559768,126.942308,true,false
I4108,30,가좌역,37.568611,126.914841,true,false
I4108,31,디지털미디어시티역,37.577964,126.900421,true,false
I4108,32,수색역,37.580855,126.895681,true,false
I4108,33,한국항공대,37.603102,126.868291,true,false
I4108,34,강매역,37.612396,126.844537,true,false
I4108,35,행신역,37.612125,126.834063,true,false
I4108,36,능곡역,37.618741,126.82089,true,false
I4108,37,대곡역,37.631629,126.810225,true,false
I4108,38,곡산역,37.645729,126.801877,true,false
I4108,39,백마역,37.658346,126.794401,true,false
I4108,40,풍산역,37.672173,126.786355,true,false
I4108,41,일산역,37.682231,126.769521,true,false
I4108,42,탄현역,37.694114,126.761075,true,false
I4108,43,야당역,37.712749,126.761535,true,false
I4108,44,운정역,37.725441000000004,126.767076,true,false
I4108,45,금릉역,37.751295,126.765401,true,false
I4108,46,금촌역,37.766106,126.774515,true,false
I4108,47,월롱역,37.796201,126.792574,true,false
I4108,48,파주역,37.815391,126.792426,true,false
I4108,49,문산역,37.854565,126.787531,true,false
I4108,50,운천역,37.880008,126.769713,true,false
I4108,51,임진강역,37.888364,126.746777,true,false
I41K2,1,춘천역,37.884391,127.716603,true,false
I41K2,2,남춘천역,37.864071,127.723761,true,false
I41K2,3,김유정역,37.818475,127.714302,true,false
I41K2,4,강촌역,37.805728,127.634054,true,false
I41K2,5,백양리역,37.830881,127.589085,true,false
I41K2,6,굴봉산역,37.832086,127.557732,true,false
I41K2,7,가평역,37.814515,127.510693,true,false
I41K2,8,상천역,37.770305,127.4542,true,false
I41K2,9,청평역,37.735484,127.426541,true,false
I41K2,10,대성리역,37.683909,127.379165,true,false
I41K2,11,마석역,37.652328,127.311713,true,false
I41K2,12,천마산역,37.658995,127.285731,true,false
I41K2,13,평내호평역,37.653229,127.244452,true,false
I41K2,14,금곡역,37.637414,127.207931,true,false
I41K2,15,사릉역,37.651145,127.176839,true,false
I41K2,16,퇴계원역,37.648316,127.143858,true,false
I41K2,17,별내역,37.642221,127.127208,true,false
I41K2,18,갈매역,37.634135,127.114803,true,false
I41K2,19,신내역,37.612855,127.103277,true,false
I41K2,20,망우역,37.599988,127.092031,true,false
I41WS,1,일산역,37.682231,126.769521,true,false
I41WS,2,풍산역,37.672173,126.786355,true,false
I41WS,3,백마역,37.658346,126.794401,true,false
I41WS,4,곡산역,37.645729,126.801877,true,false
I41WS,5,대곡역,37.631629,126.809802,true,false
I41WS,6,능곡역,37.618741,126.8206,true,false
I41WS,7,김포공항역,37.5621179,126.804056,true,false
I41WS,8,원종역,37.5240628,126.8048386,true,false
I41WS,9,부천종합운동장역,37.505852,126.797498,true,false
I41WS,10,소사역,37.482755,126.7950654,true,false
I41WS,11,소새울역,37.4685046,126.797228,true,false
I41WS,12,시흥대야역,37.4504787,126.793142,true,false
I41WS,13,신천역,37.4391147,126.786835,true,false
I41WS,14,신현역,37.4091399,126.78788,true,false
I41WS,15,시흥시청역,37.3814109,126.805946,true,false
I41WS,16,시흥능곡역,37.3699903,126.808594,true,false
I41WS,17,달미역,37.3490003,126.809318,true,false
I41WS,18,선부역,37.33459,126.81,true,false
I41WS,19,초지역,37.320083,126.808051,true,false
I41WS,20,시우역,37.3130967,126.795503,true,false
I41WS,21,원시역,37.302654,126.7867897,true,false
I4401,1,신창(순천향대)역,36.769213,126.950129,true,false
I4401,2,온양온천역,36.780419,127.003707,true,false
I4401,3,배방역,36.777541,127.052751,true,false
I4401,4,탕정역,36.788272,127.084446,true,false
I4401,5,아산역,36.792195,127.104384,true,false
I4401,6,쌍용(나사렛대)역,36.793745,127.121363,true,false
I4401,7,봉명역,36.801578,127.136319,true,false
I4401,8,천안역,36.810238,127.146417,true,false
I4103,1,오이도역,37.361773,126.738437,true,false
I4103,2,정왕역,37.351816,126.742844,true,false
I4103,3,능길역,37.337488,126.767306,true,false
I4103,4,안산역,37.327006,126.788748,true,false
I4103,5,초지역,37.320583,126.806151,true,false
I4103,6,고잔역,37.316821,126.823094,true,false
I4103,7,중앙역,37.316055,126.838532,true,false
I4103,8,한대앞역,37.309685,126.853656,true,false
I4103,9,상록수역,37.302845,126.866533,true,false
I4103,10,반월역,37.312244,126.903684,true,false
I4103,11,대야미역,37.328304,126.917161,true,false
I4103,12,수리산역,37.350297,126.925537,true,false
I4103,13,산본역,37.358019,126.932969,true,false
I4103,14,금정역,37.371957,126.943611,true,false
I4103,15,범계역,37.389783,126.950752,true,false
I4103,16,평촌역,37.394346,126.963881,true,false
I4103,17,인덕원역,37.401901,126.976718,true,false
I4103,18,정부과천청사역,37.426445,126.989802,true,false
I4103,19,과천역,37.432805,126.996404,true,false
I4103,20,대공원역,37.435724,127.006474,true,false
I4103,21,경마공원역,37.443987,127.007899,true,false
I4103,22,선바위역,37.451854,127.002164,true,false
I41K5,1,여주역,37.282881,127.628571,true,false
I41K5,2,세종대왕릉역,37.293636,127.570764,true,false
I41K5,3,부발역,37.260411,127.490303,true,false
I41K5,4,이천역,37.264222,127.442135,true,false
I41K5,5,신둔도예촌역,37.315499,127.405251,true,false
I41K5,6,곤지암역,37.350525,127.346186,true,false
I41K5,7,초월역,37.373389,127.299996,true,false
I41K5,8,경기광주역,37.398974,127.253201,true,false
I41K5,9,삼동역,37.408731,127.203447,true,false
I41K5,10,이매역,37.394736,127.127048,true,false
I41K5,11,성남역,37.394709,127.11949,true,false
I41K5,12,판교역,37.394798,127.111135,true,false
I28K1,1,고색역,37.249829,126.9805899,true,false
I28K1,2,오목천역,37.243011,126.9636354,true,false
I28K1,3,어천역,37.250076,126.908805,true,false
I28K1,4,야목역,37.261211,126.884029,true,false
I28K1,5,사리역,37.290809,126.857172,true,false
I28K1,6,한대앞역,37.309985,126.853506,true,false
I28K1,7,중앙역,37.316055,126.838532,true,false
I28K1,8,고잔역,37.316821,126.823094,true,false
I28K1,9,초지역,37.320583,126.806151,true,false
I28K1,10,안산역,37.327006,126.788748,true,false
I28K1,11,능길역,37.337488,126.767306,true,false
I28K1,12,정왕역,37.351816,126.742844,true,false
I28K1,13,오이도역,37.361773,126.738437,true,false
I28K1,14,달월역,37.379993,126.745431,true,false
I28K1,15,월곶역,37.39189,126.742741,true,false
I28K1,16,소래포구역,37.400963,126.733533,true,false
I28K1,17,인천논현역,37.400641,126.722495,true,false
I28K1,18,호구포역,37.401622,126.708682,true,false
I28K1,19,남동인더스파크역,37.407668,126.695613,true,false
I28K1,20,원인재역,37.412921,126.686952,true,false
I28K1,21,연수역,37.417769,126.678991,true,false
I28K1,22,송도역,37.429714,126.654486,true,false
I28K1,23,인하대역,37.448191,126.649832,true,false
I28K1,24,숭의역,37.460891,126.638035,true,false
I28K1,25,신포역,37.468442,126.624509,true,false
I28K1,26,인천역,37.476364,126.6174236,true,false
I1101,1,구일역,37.495973,126.869201,true,false
I1101,2,개봉역,37.494698,126.858504,true,false
I1101,3,오류동역,37.4944,126.844551,true,false
I1101,4,온수역,37.492267,126.823399,true,false
I1101,5,역곡역,37.48514,126.811622,true,false
I1101,6,소사역,37.482755,126.795654,true,false
I1101,7,부천역,37.484066,126.782779,true,false
I1101,8,중동역,37.486664,126.764474,true,false
I1101,9,송내역,37.487626,126.753045,true,false
I1101,10,부개역,37.488479,126.740549,true,false
I1101,11,부평역,37.489457,126.724584,true,false
I1101,12,백운역,37.483301,126.707179,true,false
I1101,13,동암역,37.470835,126.703016,true,false
I1101,14,간석역,37.464689,126.693408,true,false
I1101,15,주안역,37.465041,126.680702,true,false
I1101,16,도화역,37.466154,126.66846,true,false
I1101,17,제물포역,37.466809,126.657165,true,false
I1101,18,도원역,37.468604,126.642824,true,false
I1101,19,동인천역,37.475414,126.632598,true,false
I1101,20,인천역,37.476364,126.616936,true,false
I4106,1,지축역,37.648114,126.913746,true,false
I4106,2,삼송역,37.653096,126.895559,true,false
I4106,3,원흥역,37.650709,126.873239,true,false
I4106,4,원당역,37.653103,126.842891,true,false
I4106,5,화정역,37.634708,126.832503,true,false
I4106,6,대곡역,37.631629,126.811025,true,false
I4106,7,백석역,37.642973,126.788109,true,false
I4106,8,마두역,37.652185,126.777641,true,false
I4106,9,정발산역,37.659709,126.773254,true,false
I4106,10,주엽역,37.670138,126.761232,true,false
I4106,11,대화역,37.675883,126.747756,true,false
I27K7,1,경산역,35.8192,128.7276,true,false
I27K7,2,동대구역,35.879376,128.628807,true,false
I27K7,3,대구역,35.876,128.5961,true,false
I27K7,4,서대구역,35.881734,128.540121,true,false
I27K7,5,왜관역,35.991821,128.400391,true,false
I27K7,6,북삼역,36.0560326479866,128.345278,true,false
I27K7,7,사곡역,36.098508,128.356416,true,false
I27K7,8,구미역,36.128278,128.331071,true,false
I26K6,1,태화강역,35.538669,129.353269,true,false
I26K6,2,개운포역,35.507884,129.321097,true,false
I26K6,3,덕하역,35.494007,129.303094,true,false
I26K6,4,망양역,35.456519,129.287856,true,false
I26K6,5,남창역,35.419713,129.28223,true,false
I26K6,6,서생역,35.346121,129.29304,true,false
I26K6,7,월내역,35.328177,129.276626,true,false
I26K6,8,좌천역,35.311838,129.245197,true,false
I26K6,9,일광역,35.2675565,129.2330307,true,false
I26K6,10,기장역,35.244627,129.2188951,true,false
I26K6,11,오시리아역,35.196256,129.208291,true,false
I26K6,12,송정역,35.187832,129.202069,true,false
I26K6,13,신해운대역,35.181832,129.176696,true,false
I26K6,14,벡스코역,35.1717,129.135958,true,false
I26K6,15,센텀역,35.1793,129.1245,true,false
I26K6,16,재송역,35.188,129.120109,true,false
I26K6,17,부산원동역,35.1938,129.113709,true,false
I26K6,18,안락역,35.196007,129.101062,true,false
I26K6,19,교대역,35.1938,129.07958,true,false
I26K6,20,거제역,35.18958,129.074385,true,false
I26K6,21,거제해맞이역,35.181197,129.069015,true,false
I26K6,22,부전역,35.164668,129.06011,true,false
I26K6,23,동래역,35.204714,129.0773502,true,false
